step,phase,obs,action_raw,action_clipped,action_scaled
80,0.625,"[-0.70710677 -0.70710677 -0.12607765  0.05474186 -0.0265934  -0.01692305
 -1.4052993   0.33889213]",[-1.4564984  0.3423337],[-1.4564984  0.3423337],[-0.3641246   0.08558343]
81,0.6328125,"[-0.7409511  -0.671559   -0.13332558  0.0516901  -0.03802195 -0.01296701
 -1.4564984   0.3423337 ]",[-1.4317006  0.2874364],[-1.4317006  0.2874364],[-0.35792515  0.0718591 ]
82,0.640625,"[-0.77301043 -0.6343933  -0.13942909  0.05016422 -0.03318682 -0.00593405
 -1.4317006   0.2874364 ]",[-1.4272909  0.2234129],[-1.4272909  0.2234129],[-0.35682273  0.05585323]
83,0.6484375,"[-0.8032075  -0.5956993  -0.14896584  0.04901981 -0.03802195 -0.00197802
 -1.4272909   0.2234129 ]",[-1.4434949  0.2017388],[-1.4434949  0.2017388],[-0.36087373  0.0504347 ]
84,0.65625,"[-0.8314696  -0.55557024 -0.158885    0.04940128 -0.05340662  0.00329666
 -1.4434949   0.2017388 ]",[-1.4568675   0.22488058],[-1.4568675   0.22488058],[-0.36421686  0.05622014]
85,0.6640625,"[-0.8577286  -0.51410276 -0.16994762  0.05016422 -0.06439562  0.0046154
 -1.4568675   0.22488058]",[-1.5101637   0.15616933],[-1.5101637   0.15616933],[-0.37754092  0.03904233]
86,0.671875,"[-0.8819213  -0.47139674 -0.18177319  0.05130863 -0.07846155  0.00285711
 -1.5101637   0.15616933]",[-1.504613    0.05393179],[-1.504613    0.05393179],[-0.37615326  0.01348295]
87,0.6796875,"[-9.0398932e-01 -4.2755508e-01 -1.9512463e-01  5.1690102e-02
 -7.8022003e-02  6.5937045e-04 -1.5046130e+00  5.3931788e-02]",[-1.3940036  -0.15733498],[-1.3940036  -0.15733498],[-0.3485009  -0.03933375]
88,0.6875,"[-9.2387950e-01 -3.8268343e-01 -2.0656872e-01  5.1308632e-02
 -7.8901105e-02 -1.0989190e-03 -1.3940036e+00 -1.5733498e-01]",[-1.333664   -0.23044375],[-1.333664   -0.23044375],[-0.333416   -0.05761094]
89,0.6953125,"[-9.4154406e-01 -3.3688986e-01 -2.1915817e-01  5.1308632e-02
 -8.1098936e-02  6.5937045e-04 -1.3336639e+00 -2.3044375e-01]",[-1.2077395  -0.17514533],[-1.2077395  -0.17514533],[-0.30193487 -0.04378633]
90,0.703125,"[-0.95694035 -0.29028466 -0.2302208   0.05130863 -0.07186814 -0.00153847
 -1.2077395  -0.17514533]",[-1.2070972  -0.17085272],[-1.2070972  -0.17085272],[-0.3017743  -0.04271318]
